Nakalimutan ni Sami ang pangalan ni Layla.	Sami forgesis la nomon de Layla.	ang	0	0
Ang mas matandang siyudad ang mas maraming ginagawang basura.	Ju pli malnova estas urbo, des pli da rubaĵo ĝi produktas.	matandang	0	0
May iniisip si Kuya Gary. Ang ingklinasyon niya ngayon tungkol sa karamihan ng mga tao ay para silang bombilya. Isip yata niyang kung pundido na ang bombilya, talagang absolutong katapusan na. Sabi ko sa kanya'y para akong Vorlon, ang alusyon ko sa mga tagaibang-daigdig sa siyensiyang piksiyong prangkisang Babylon 5.	Frato Gary pensas pri io. Lia emo nun pri plej multaj homoj estas, ke ili estas kiel ampoloj. Li ŝajne pensas, ke se la bulbo ĉesus ŝalti, tio estus absoluta fino. Mi diris al li, ke mi similas al vorlono, mia aludo al la eksterteranoj en la sciencfikcia franĉizo Babylon 5.	karamihan	0	0
Natutulog po si Tom.	Tomo dormas.	natutulog	0	0
Bibilhin ko; di bale na ang presyo!	Mi aĉetas ĝin, prezo ne gravas!	bale	0	0
Maraming loro ang lumilipad sa bakuran ng kastilyo.	Estas multaj papagoj flugantaj ĉe la muro de la kastelo.	lumilipad	0	0
Talagang mapanganib ang buhay ng pasyente.	La vivo de malsanulo estas en ega danĝero.	mapanganib	0	0
Nasiyahan ang bata sa pasalubong.	La infano ĝojis pri la donaco.	nasiyahan	0	0
Pinag-usapan namin ni Michael na Tsinong ang penomenong umaalis ang mga mayaman sa mahirap na bansa, pero sa kinabukasan, sila'y nabalik kung mas magaling ang panahon.	Mi kaj Miĥaelo la ĉino parolis pri la fenomeno de riĉuloj forlasantaj sian malriĉan landon, sed estonte ili revenos, kiam la vetero estos pli bona.	umaalis	0	0
Sinabi niya sa akin na tutulong daw siya.	Li diris al mi, ke li helpos.	tutulong	0	0
Nang umaga ng ika-21 ng Hulyo ng 2025, habang naglalakad sa kalye, bulong ko: "Tutubi!" May lumilipad na tutubi. Sa hapon, pumunta ako sa Parkeng Timog na Braso, dito sa Isla Lulu. Nagbabarbikyu ang mga kayumanggi. Nagtetenis ang mga dilaw. Ang mga puno ay templo para sa akin. Lunes ngayon.	Matene de la 21-a de julio de 2025, dum mi promenis sur la strato, mi flustris: "Libelo!" Libelo preterflugis. Posttagmeze mi iris al la Parko Suda Brako, ĉi tie sur Lulu-insulo. Brunuloj barbakuis. Flavuloj ludis tenison. La arbaro estas templo por mi. Estas lundo hodiaŭ.	timog	0	0
Nabanggit ko kay Michael na Tsino ang bisita ko noong Gradong 6 sa Isla Galiano, at nakita ko roon ang maraming harding ahas na iba-ibang kulay sa mga damo. Kinuha ng mga kaklase ko, at nilagay nila sa kahon para iuwi nila sa Isla Lulu. Nakakita raw si Michael ng harding ahas dito sa Isla Lulu, sa malapit sa Daang Numero 7. Hindi ko alam na may ahas pala rito. Sabi ni Michael na hindi siya mamamayan dito, at nagpapabago siya ng kanyang bisang pangbisita bawat taon. Ang asawa at mga anak niya ay mamamayan dito. Sabi ko'y sa Isla Bali sa Indonesia, natikman ko na ang "bunga ng ahas" o "salak" ang tawag doon.	Mi menciis al Miĥaelo la ĉino, ke mi vizitis dum la klaso 6 al Galiano-insulo, kaj tie mi vidis multajn ĝardenajn serpentojn diverskolorajn en la herbo. Miaj samklasanoj prenis ilin, kaj ili metis ilin en skatolojn por porti hejmen al Lulu-insulo. Miĥaelo supozeble vidis ĝardenan serpenton ĉi tie sur Lulu-insulo, proksime al Stratego Numero 7. Mi ne sciis, ke ĉi tie ekzistas serpentoj. Miĥaelo diras, ke li ne estas civitano ĉi tie, kaj li renovigas sian vizitantan vizon ĉiujare. Liaj edzino kaj infanoj estas civitanoj ĉi tie. Mi diris, ke sur Bali-insulo en Indonezio, mi gustumis la "serpentan frukton" aŭ "salak"-on kiel ĝi nomiĝas tie.	nabanggit	0	0
Pinag-uusapan ng mga dalub-agham ang teoriya ng pagkawala ng mga daynosor.	La scienculoj diskutadas pri la teorio de la dinosaŭra malapero.	pagkawala	0	0
Hintayin ang berdeng ilaw bago tumawid.	Atendu la verdan signalon antaŭ ol ektrairi.	hintayin	0	0
Bago magpatuloy sa mga detalye ng mga silid, makabubuting suriin ang mga plano ng ilang mga tirahang direktang kinopya mula sa mga guhit ng arkitekto. Ang unang planong ibinigay (fig. 97) ay ang tungkol sa isang bahay na itinayo sa Tokyo nang ilang taon na ang nakararaan, kung saan gumugol ang manunulat nang maraming magagandang oras.	Antaŭ ol daŭrigi la detalojn de la ĉambroj, estos bone ekzameni la planojn de kelkaj loĝejoj kopiitaj rekte el la desegnaĵoj de la arkitekto. La unua plano donita (fig. 97) estas tiu de domo konstruita en Tokio antaŭ kelkaj jaroj, en kiu la verkisto pasigis multajn agrablajn horojn.	detalye	0	0
Nagregular ako ng aking Mayelong Berdeng Tsaang Grande sa kapihang Istarbaks. Dumating si Michael na Tsinong may dalang dalawang bungkos ng saging. Nag-order siya ng kanyang malimit na Venti Americano. Sa lamesa, kumain kami nang bawat isang saging niya. Pinag-usapan namin ang punsoy tungkol sa mga templo at mga bahay. Budista raw ang pamilya niya. Tapos, pinag-usapan namin ang coronavirus na "sekretong armas" ng siyentipiko ng militar ng sekretong bansa. Dumating si Hans na Olandes sa upuang de gulong niya. Pinag-usapan namin ang politika sa Canada at Estados Unidos. Talagang ibang lengguwahe ang ginagamit ko bawat kay Hans at kay Michael. Sang-ayon kaming ang isip ay mas importante sa katawan ng tao. Nagsasaya kaming bata pa kami ay nagbiyahe na kami nang mabuti at bata pa ring nagkakapihan na lamang.	Mi mendis mian oftan mezgrandan glacian verdan teon ĉe la kafejo Starbukso. Miĥaelo la ĉino alvenis kun du faskoj da bananoj. Li mendis sian oftan Venti Americano. Ĉe la tablo, ni manĝis po unu el liaj bananoj. Ni parolis pri la fengŝuo pri temploj kaj domoj. Lia familio laŭdire estas budaistoj. Poste, ni parolis pri la kronvirusa "sekreta armilo" de la milita sciencistaro de sekreta lando. Hans la nederlandano alvenis en sia rulseĝo. Ni parolis pri politiko en Kanado kaj Usono. Mi vere parolas malsamajn lingvojn kun Hans kaj kun Miĥaelo. Ni konsentas, ke la menso pli gravas ol la korpo je homoj. Ni ĝojas pensi, ke kiam ni estis pli junaj, ni vojaĝis bone, kaj kiam ni estas ankoraŭ junaj, ni nur amuziĝas en kafejo.	lamesa	0	0
Dapat alagaan ninyong mabuti ang ating planeta: ang Tiyera.	Vi devas bone prizorgi nian planedon: la Tero.	alagaan	0	0
Ang pagmamahal ang palaging magiging pakay ng kaninumang pangungutya.	Amon ĉiam trafos ies moko.	palaging	0	0
Tatanungin namin ang mga aliyenihena at magdidisisyon.	Ni demandu al la aliuloj kaj ni decidu!	tatanungin	0	0
Kahit kaylan man, hindi pa ako nakapunta sa Argentina.	Mi neniam iris al Argentino.	kaylan	0	0
Dapat mong bitawan ang paninigarilyo at pag-inom.	Vi ĉesigu fumadon kaj drinkadon.	bitawan	0	0
Noong ika-9 ng Pebrero ng 2023, nakita ko ang magandang Mehikanang si Lizbetang may pulang iskarp sa tsaahan sa Isla Lulu. Bumati ako sa kanya. At umupo siya sa isa pang mesa para gamitin ang kanyang tablet na may dilaw-berdeng takip. Sa aking mesa, nakaupo ako at nagbabasa ng librong siyensiyang piksiyon sa wikang Portuges na Ang Planeta ng mga Dragon ni Anne McCaffrey. Nagsalita ng Kastila si Lizbeta sa kanyang ismartpon nang ilang minuto.	La 9-an de februaro de 2023, mi vidis la belan meksikaninon Lizbeta kun ruĝa koltuko en la teejo sur Lulu-insulo. Mi salutis ŝin. Kaj ŝi sidiĝis ĉe alia tablo por uzi sian tabletkomputilon kun flavverda kovrilo. Ĉe mia tablo, mi sidis legante portugallingvan sciencfikcian libron La Planedo de Drakoj de Anne McCaffrey. Lizbeta parolis hispane al sia saĝtelefono dum kelkaj minutoj.	nakaupo	0	0
Malimit na ako'y kalahating gising lamang.	Mi ofte nur duone vekiĝas.	gising	0	0
Puwede mo bang ilagay lahat iyon sa malaking supot?	Ĉu vi povus meti ilin ĉiujn en grandan sakon?	ilagay	0	0
Merong ka bang dapat itago?	Ĉu vi havas ion kaŝendan?	itago	0	0
May bulok na ngipin siya.	Ŝi havas putran denton.	ngipin	0	0
Natagpo ko noong ika-23 ng Setyembre ng 2021 si Bob na kapatid ni George, yaong Tsipreng Griyegong kapitbahay ko sa Isla Lulu. (Haponesa ang asawa ni George, si Chika.) Bumibisita si Bob sa pamilya dahil sa kamatayan ni Thasso, ang ama nila at asawa ni Nikki, dahil sa coronavirus. Sabi ko kay Bob, natatandaan ko noong maliit na bata pa silang nagbibisikleta ni George sa pook namin. Binanggit kong masarap ang "fish and chips" sa London. Nakatira raw siya sa isang nayong malapit sa York sa norteng Inglatera. Sabi ko'y maganda sa Lumang Mundo at matagal ko nang nais tumira sa Lumang Mundo. Manedyer pangkompyuter daw si Bob sa Inglatera. Tungkol daw sa programasyon ng mga "obheto."	Mi renkontis je la 23-a de septembro de 2021 Bob-on, la fraton de Georgo, tiu mia grek-cipra najbaro sur Lulu-insulo. (La edzino de Georgo, Ĉika, estas japanino.) Bob vizitas la familion pro la kronvirusa morto de Thasso, ilia patro kaj la edzo de Nikki. Mi diris al Bob, ke mi memoras, kiam Georgo kaj li estis malgrandaj infanoj biciklantaj en nia najbarejo. Mi menciis la bongustajn fiŝaĵon kaj terpomfritaĵojn en Londono. Li laŭdire loĝas en vilaĝo apud Jorko en norda Anglujo. Mi diris, ke la Malnova Mondo estas bela kaj mi longe volis loĝi en la Malnova Mondo. Bob estas komputika administranto en Anglujo. Li diras, ke temas pri programado de "objektoj".	york	0	0
Binuhos ni Tomas ang gatas sa baso't pagkatapos ay binigay kay Maria.	Tom verŝis lakton en la glason kaj poste donis ĝin al Mary.	maria	0	0
Nagtataka sila sa marikit na tanawin galing sa itaas ng burol.	Ili admiris la belan pejzaĝon de sur la monteto.	itaas	0	0
Magaslaw at matigas ang puso niya.	Lia koro estas kruda kaj dura.	matigas	0	0
Ang problema ng paglalakbay sa pagitan ng mga bituin ay napaka-kaakit-akit na kung minsan ay nagiging isang kinahuhumalingan kahit na sa isang medyo mahusay na binuong utopiyang mundo. Ito ay maaaring mangyari lamang kung mayroong isang bagay na hindi malusog sa konstitusyon ng mundong iyon, isang uri ng lihim at hindi natutupad na kagutumang nagtutulak sa mga nilalang. Baka mabaliw sa pagbiyabiyahe ang rasa.	La problemo de interstela vojaĝado estis tiel alloga, ke ĝi kelkfoje fariĝis obsedo eĉ al sufiĉe bonevoluinta utopia mondo. Tio povus okazi nur, se en la konstitucio de tiu mondo estis io nesana, ia sekreta kaj neplenumita malsato, kiu pelas la estaĵojn. La raso tiam eble iĝos vojaĝ-freneza.	mabaliw	0	0
Bumibili si Pedro ng lalaking pusa.	Peter aĉetas virkaton.	pedro	0	0
Sinumang nagtatanim ng hangin ay aani ng kidlat at kulog.	Kiu semas venton, rikoltos fulmotondron.	sinumang	0	0
'Wag mong pag-usapan 'to kahit kanino.	Ne parolu al iu ajn pri tio.	kanino	0	0
Pagkatapos kong umalis sa paaralan lamang na naintindihan kong importante ang pag-aaral.	Nur post forlasi la lernejon mi komprenis la gravecon de studado.	pag-aaral	0	0
Buksan natin ang bintana.	Ni malfermu la fenestron.	bintana	0	0
May mga iniisip si Rose, yaong Pilipinang tindera sa pizzeria sa Isla Lulu. Hindi siya pa desidido kung mag-aaral pa siyang maging asistente sa titser. Mga limang buwan ang planong edukasyon, pero kailangan niyang iwanan ang pizzeria dahil full-time. Lalaki ang panganay niya, at babae ang bunso. Sa gabi nagtratrabaho ang asawa niyang nadating nang mga alas-sais ng umaga sa condo nila. Sinundo ni Rose ang nanay niyang nakatira sa Cagayan sa Pilipinas (at patay nang matagal ang tatay niya). Nagmahigit nang isang taon ang nanay niya sa Isla Lulu, pero nalungkot siya at bumalik na sa Cagayan.	Roza, la filipina vendistino en la picejo sur Lulu-insulo, havas kelkajn pensojn. Ŝi ankoraŭ ne decidis, ĉu ŝi studos por iĝi instruista asistantino. La edukplano estus ĉirkaŭ kvin monatoj, sed ŝi devus forlasi la picejon, ĉar ĝi estus plentempa. Ŝia plej aĝa ido estas knabo, kaj ŝia plej juna estas knabino. Nokte, ŝia edzo laboras kaj alvenas al ilia posedapartamento ĉirkaŭ la sesa matene. Roza prenis sian patrinon, kiu loĝas en Kagajano en Filipinoj (kaj ŝia patro mortis delonge). Ŝia patrino estis sur Lulu-insulo pli ol unu jaron, sed ŝi malĝojis kaj revenis al Kagajano.	iwanan	0	0
Natagpo ko si Michael na Tsino noong ika-5 ng Oktobro ng 2021 sa kapihang Istarbaks sa Isla Lulu. Malimit siyang mag-Venti Americano, at ako naman ay Mayelong Tsaang Berdeng Grande. Pinag-usapan namin ang Taylandiya. Masarap ang pagkain doon. May nabanggit siyang islang Ko Pha-ngan sa Taylandiya. May mga nudista raw doon. Masarap daw sa Pilipinas, dahil sa prutas araw-araw. Sabi ko'y natikman ko ang "prutas ng ahas" o "salak" sa Indonesia. Mahilig kaming pareho sa durian at mangga.	Mi renkontis Miĥaelon la ĉino la 5-an de oktobro de 2021 en la kafejo Starbukso sur Lulu-insulo. Li ofte trinkas je Venti Americano, kaj mi ŝatas mezgrandan glacian verdan teon. Ni parolis pri Tajlando. La manĝaĵo tie estas bongusta. Li menciis la insulon Ko Pha-ngan en Tajlando. Estas nudistoj tie laŭdire. Li diris, ke estas bonege en Filipinoj, pro la fruktoj ĉiutage. Mi diris, ke mi gustumis "serpentan frukton" aŭ "salak"-on en Indonezio. Ambaŭ ni amas durianon kaj mangon.	isla	0	0
Nakita kong may isang puting ulap na naglayag sa langit.	Mi vidis blankan nubon ŝvebi tra la ĉielo.	puting	0	0
May taynga ang dingding.	La muro havas orelojn.	dingding	0	0
May ilusyon tayo ng kalayaan, pero mga alipin tayo.	Ni havas la iluzion pri la libereco, sed ni estas sklavoj.	alipin	0	0
Talagang mapanganib ang buhay ng pasyente.	La vivo de malsanulo estas en ega danĝero.	pasyente	0	0
Para sa Ikaapat na Tao, ang mga Dakilang Utak, walang buhay ang posible kundi ang buhay ng talino; at ang buhay ng talino ay naging walang bunga. Malinaw na isang bagay na higit pa sa isang malaking bahagi ng utak ang kailangan upang malutas ang mas malalim na mga problema sa intelektwal. Samakatuwid, dapat silang lumikha ng bagong kalidad ng utak, o organikong pagbuo ng utak, na may kakayahang makakita o makaunawang imposible sa kasalukuyang estado nito. Kailangan nilang matutunan kung paano gawing muli ang kanilang sariling tisyu sa utak ayon sa isang bagong plano. Sa layuning ito, at bahagyang dahil sa ignoranteng paninibugho sa natural at mas balanseng espesyeng lumikha sa kanila, sinimulan nilang gamitin ang kanilang mga nakuhang espesimen ng espesyeng iyon para sa malaking bagong pagsasagawa ng pananaliksik sa kalikasan ng tisyu ng utak ng tao.	Por la Kvaraj Homoj, la Grandaj Cerboj, ne estis ebla vivo krom la vivo de intelekto; kaj la vivo de intelekto fariĝis senfrukta. Evidente io pli ol nura grandparto de cerbo estis bezonata por la solvado de la pli profundaj intelektaj problemoj. Ili devas do iel krei novan cerbkvaliton, aŭ organikan formadon de cerbo, kapabla je vizio aŭ kompreno neebla en sia nuna stato. Ili devas lerni iel refari siajn proprajn cerbajn histojn laŭ nova plano. Kun ĉi tiu celo, kaj parte pro senscia ĵaluzo de la natura kaj pli ekvilibra specio, kiu ilin kreis, ili komencis uzi siajn kaptitajn specimenojn de tiu specio por granda nova entrepreno de esplorado pri la naturo de homa cerba histo.	kasalukuyang	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	kapalaran	0	0
Di araw-araw na dapat ikalkula ko ang kahabaan ng hipotenus, o alalahaning ang sodyum ay madaling magsanib sa singaw ng tubig, o maalamang ang enerhiya sa tiyak na masa'y katumbas ng produkto ng masang iyon at ng kuwadradong kabilisan ng ilaw, ngunit araw-araw ginagamit ko ang aking kaalamanan ng wika.	Ne ĉiutage mi devas kalkuli la longon de hipotenuzo, memori, ke natrio tre facile reakcias kun akvovaporo, aŭ scii, ke la energio en certa maso egalas la produton de tiu maso kun la kvadrato de la lumrapido, sed ĉiun tagon mi uzas miajn lingvosciojn.	ilaw	0	0
Anong binili mo sa katapusan ng nakalipas na ilang araw?	Finfine kion vi aĉetis antaŭ kelkaj tagoj?	binili	0	0
Yung eroplano ay lumipad nang alas 8 ng umaga.	Tiu aviadilo ekflugas je la oka horo matene.	eroplano	0	0
Dahil mayaman siya, nakapunta siya roon.	Ĉar li estis riĉa, li povis iri tien.	nakapunta	0	0
"Nasaan ang libro niya?" "Nasa ibabaw ng mesa."	"Kie estas ŝia libro?" "Ĝi estas sur la tablo."	mesa	0	0
Kinausap ko si Michael na Tsino sa kapihang Istarbaks ngayong maaraw na ika-21 ng Setyembre ng 2021. Talagang mas mukha siyang Hapon sa akin at iba. Tinanong niya ako kung "miss" ko raw ang "hometown" ko. Sabi ko, gusto ko ang pareho. Narito na ako sa Isla Lulung matagal na ang sabi ko. Sabi ko, pulang "savannah" ang tinirhan ko sa Pilipinas. Tapos, tiningnan niya ang "savannah" sa smartphone niya. Ang pasaporte raw niya ay sa Tsina, dahil mayroon siyang lupa o rental property sa Guǎngzhōu sa Tsina. Pinag-usapan namin ang korupsiyong internasyonal. Magbibisita raw ang pamilya niya sa Mongolia. Alam kong maganda roon. Mahirap daw sa mga restawran ngayon dahil ng Pandemya. Kung marunong daw akong magluto nang sarili, ang tanong ni Michael. Sabi ko, may sarili akong mga recipe.	Mi parolis kun Miĥaelo la ĉino en la kafejo Starbukso ĉi tiun sunbrilan 21-an de septembro de 2021. Li vere aspektas pli kiel japano laŭ mi kaj aliaj. Li demandis al mi, ĉu mi "sopiras" mian "hejmurbon". Mi diris, ke mi ŝatas ambaŭ. Mi estis sur Lulu-insulo delonge, mi diris. Mi diris, ke ruĝa "savano" estas kie mi loĝis en Filipinoj. Poste, li rigardis "savano" per sia saĝtelefono. Li diris, ke lia pasporto estas de Ĉinio, ĉar li havas teron aŭ lueblajn posedaĵojn en Guǎngzhōu en Ĉinio. Ni parolis pri internacia korupteco. Li diris, ke lia familio vizitos Mongolion. Mi scias, ke estas bele tie. Li diras, ke estas malfacile en restoracioj hodiaŭ pro la Pandemio. Se mi povus kuiri sola, Miĥaelo demandis. Mi diris, ke mi havas miajn proprajn receptojn.	tiningnan	0	0
